Move,Score
277,4380
278,4392
279,4408
280,4444
281,4444
282,4444
283,4452
284,4452
285,4456
286,4460
287,4460
288,4460
289,4476
290,4484
291,4504
292,4504
293,4504
294,4508
295,4520
296,4536
297,4568
298,4640
299,4768
300,4768
301,4768
302,4772
303,4772
304,4776
305,4796
306,4796
307,4796
308,4800
309,4804
310,4804
311,4808
312,4816
313,4836
314,4872
315,4928
316,4928
317,4932
318,4932
319,4936
320,4936
321,4944
322,4960
323,4992
324,5060
325,5064
326,5072
327,5072
328,5084
329,5088
330,5096
331,5112
332,5116
333,5124
334,5140
335,5144
336,5148
337,5156
338,5156
339,5160
340,5160
341,5164
342,5168
343,5168
344,5180
345,5188
346,5204
347,5236
348,5240
349,5244
350,5252
351,5256
352,5256
353,5260
354,5268
355,5284
356,5316
357,5388
358,5516
359,5772
360,5772
361,5776
362,5776
363,5788
364,5816
365,5816
366,5824
367,5828
368,5836
369,5836
370,5840
371,5840
372,5844
373,5872
374,5888
375,5924
376,5924
377,5928
378,5928
379,5932
380,5944
381,5944
382,5952
383,5972
384,6004
385,6004
386,6012
387,6092
388,6108
389,6108
390,6112
391,6120
392,6124
393,6128
394,6128
395,6128
396,6132
397,6140
398,6160
399,6160
400,6160
401,6192
402,6204
403,6204
404,6220
405,6220
406,6220
407,6220
408,6220
409,6248
410,6252
411,6252
412,6264
413,6280
414,6316
415,6380
416,6520
417,6528
418,6532
419,6532
420,6532
421,6536
422,6536
423,6556
424,6564
425,6568
426,6572
427,6580
428,6584
429,6616
430,6632
431,6668
432,6668
433,6668
434,6672
435,6680
436,6684
437,6684
438,6684
439,6692
440,6696
441,6708
442,6724
443,6724
444,6728
445,6768
446,6832
447,6852
448,6852
449,6856
450,6864
451,6868
452,6872
453,6872
454,6872
455,6884
456,6884
457,6884
458,6888
459,6916
460,6924
461,6976
462,6976
463,6980
464,6980
465,6980
466,6992
467,6996
468,7004
469,7024
470,7056
471,7120
472,7248
473,7508
474,8028
475,9052
476,9052
477,9068
478,9096
479,9096
480,9096
481,9100
482,9100
483,9104
484,9108
485,9108
486,9108
487,9108
488,9120
489,9124
490,9124
491,9148
492,9188
493,9196
494,9196
495,9200
496,9204
497,9212
498,9228
499,9228
500,9232
501,9236
502,9244
503,9248
504,9256
505,9272
506,9308
507,9380
508,9380
509,9384
510,9392
511,9412
512,9412
513,9412
514,9416
515,9420
516,9428
517,9436
518,9456
519,9492
520,9492
521,9492
522,9496
523,9500
524,9508
525,9512
526,9540
527,9548
528,9568
529,9600
530,9664
531,9792
532,9792
533,9808
534,9808
535,9812
536,9812
537,9820
538,9820
539,9824
540,9824
541,9824
542,9828
543,9856
544,9868
545,9884
546,9884
547,9920
548,9920
549,9936
550,9944
551,9964
552,9964
553,9964
554,9964
555,9968
556,9976
557,9980
558,9988
559,10008
560,10040
561,10108
562,10116
563,10116
564,10120
565,10132
566,10132
567,10136
568,10152
569,10160
570,10164
571,10168
572,10176
573,10196
574,10228
575,10228
576,10232
577,10240
578,10244
579,10244
580,10248
581,10252
582,10260
583,10276
584,10280
585,10280
586,10280
587,10288
588,10296
589,10304
590,10304
591,10324
592,10356
593,10356
594,10360
595,10368
596,10368
597,10372
598,10372
599,10372
600,10380
601,10396
602,10404
603,10420
604,10420
605,10440
606,10440
607,10444
608,10452
609,10456
610,10464
611,10484
612,10524
613,10592
614,10720
615,10980
616,10980
617,10980
618,10984
619,10988
620,10996
621,11000
622,11028
623,11060
624,11060
625,11128
626,11128
627,11132
628,11140
629,11140
630,11168
631,11172
632,11180
633,11200
634,11236
635,11236
636,11244
637,11248
638,11252
639,11260
640,11276
641,11280
642,11284
643,11284
644,11288
645,11296
646,11296
647,11300
648,11300
649,11304
650,11312
651,11336
652,11372
653,11436
654,11568
655,11568
656,11568
657,11568
658,11572
659,11572
660,11572
661,11576
662,11588
663,11588
664,11616
665,11624
666,11624
667,11644
668,11684
669,11688
670,11696
671,11704
672,11712
673,11716
674,11732
675,11736
676,11744
677,11744
678,11748
679,11748
680,11748
681,11752
682,11760
683,11780
684,11816
685,11816
686,11884
687,11884
688,11892
689,11896
690,11916
691,11924
692,11924
693,11924
694,11924
695,11924
696,11928
697,11940
698,11948
699,11968
700,12012
701,12012
702,12016
703,12016
704,12020
705,12024
706,12032
707,12048
708,12052
709,12052
710,12052
711,12064
712,12068
713,12076
714,12096
715,12128
716,12196
717,12336
718,12608
719,13120
720,13120
721,13124
722,13124
723,13136
724,13136
725,13136
726,13136
727,13140
728,13140
729,13140
730,13148
731,13152
732,13160
733,13176
734,13212
735,13224
736,13224
737,13236
738,13256
739,13268
740,13272
741,13280
742,13300
743,13332
744,13332
745,13404
746,13404
747,13428
748,13436
749,13436
750,13440
751,13448
752,13464
753,13464
754,13508
755,13508
756,13512
757,13520
758,13520
759,13540
760,13544
761,13544
762,13548
763,13556
764,13560
765,13564
766,13564
767,13572
768,13580
769,13600
770,13632
771,13700
772,13828
773,13828
774,13828
775,13840
776,13840
777,13840
778,13844
779,13848
780,13864
781,13872
782,13880
783,13892
784,13916
785,13916
786,13916
787,13948
788,13952
789,13964
790,13964
791,13968
792,13972
793,13972
794,13980
795,13996
796,13996
797,14000
798,14008
799,14016
800,14016
801,14016
802,14032
803,14076
804,14076
805,14144
806,14144
807,14148
808,14156
809,14172
810,14184
811,14184
812,14196
813,14220
814,14256
815,14256
816,14256
817,14260
818,14264
819,14272
820,14292
821,14292
822,14292
823,14296
824,14304
825,14308
826,14312
827,14320
828,14336
829,14376
830,14456
831,14584
832,14584
833,14588
834,14588
835,14868
836,14868
837,14872
838,14888
839,14888
840,14888
841,14908
842,14944
843,14948
844,14956
845,14972
846,14972
847,14972
848,14988
849,14988
850,14992
851,14992
852,15000
853,15000
854,15004
855,15024
856,15032
857,15032
858,15032
859,15036
860,15040
861,15048
862,15064
863,15108
864,15112
865,15112
866,15176
867,15180
868,15188
869,15188
870,15208
871,15212
872,15212
873,15224
874,15224
875,15224
876,15236
877,15264
878,15296
879,15300
880,15308
881,15308
882,15308
883,15312
884,15316
885,15324
886,15340
887,15344
888,15344
889,15348
890,15356
891,15360
892,15368
893,15388
894,15420
895,15484
896,15612
897,15616
898,15616
899,15616
900,15628
901,15656
902,15664
903,15672
904,15672
905,15676
906,15676
907,15676
908,15700
909,15732
910,15744
911,15760
912,15764
913,15772
914,15780
915,15800
916,15832
917,15836
918,15840
919,15912
920,15912
921,15916
922,15916
923,15920
924,15920
925,15920
926,15920
927,15932
928,15944
929,15960
930,15960
931,15960
932,15964
933,15968
934,15976
935,15976
936,15988
937,15988
938,15992
939,16000
940,16020
941,16028
942,16080
943,16092
944,16108
945,16108
946,16112
947,16120
948,16120
949,16124
950,16132
951,16132
952,16140
953,16140
954,16160
955,16196
956,16268
957,16404
958,16660
959,16660
960,17192
961,18216
962,18220
963,20268
964,20300
965,20304
966,20316
967,20316
968,20316
969,20320
970,20344
971,20348
972,20348
973,20364
974,20364
975,20364
976,20364
977,20364
978,20372
979,20380
980,20400
981,20408
982,20448
983,20448
984,20536
985,20536
986,20536
987,20576
988,20584
989,20600
990,20612
991,20632
992,20672
993,20736
994,20864
995,20868
996,20868
997,20868
998,20872
999,20872
1000,20872
